jurisdiction,state,year,drug_type,deaths,crude_rate
Florida,Florida,2002,Otheropioids,595,3.6
Florida,Florida,2002,Meth,26,0.2
Florida,Florida,2002,Fentanyl,136,0.8
Florida,Florida,2003,Otheropioids,677,4
Florida,Florida,2003,Fentanyl,175,1
Florida,Florida,2003,Meth,22,0.1
Florida,Florida,2003,Heroin,205,1.2
Florida,Florida,2004,Otheropioids,915,5.3
Florida,Florida,2004,Meth,32,0.2
Florida,Florida,2004,Fentanyl,160,0.9
Florida,Florida,2004,Heroin,140,0.8
Florida,Florida,2005,Fentanyl,144,0.8
Florida,Florida,2005,Meth,35,0.2
Florida,Florida,2005,Heroin,108,0.6
Florida,Florida,2005,Otheropioids,853,4.8
Florida,Florida,2006,Fentanyl,131,0.7
Florida,Florida,2006,Meth,32,0.2
Florida,Florida,2006,Heroin,87,0.5
Florida,Florida,2006,Otheropioids,1012,5.6
Florida,Florida,2007,Meth,37,0.2
Florida,Florida,2007,Fentanyl,137,0.7
Florida,Florida,2007,Heroin,78,0.4
Florida,Florida,2007,Otheropioids,1232,6.7
Florida,Florida,2008,Otheropioids,1230,6.6
Florida,Florida,2008,Meth,40,0.2
Florida,Florida,2008,Fentanyl,132,0.7
Florida,Florida,2008,Heroin,108,0.6
Florida,Florida,2009,Heroin,96,0.5
Florida,Florida,2009,Meth,41,0.2
Florida,Florida,2009,Fentanyl,171,0.9
Florida,Florida,2009,Otheropioids,1358,7.3
Florida,Florida,2010,Otheropioids,1494,7.9
Florida,Florida,2010,Heroin,51,0.3
Florida,Florida,2010,Meth,58,0.3
Florida,Florida,2010,Fentanyl,146,0.8
Florida,Florida,2011,Otheropioids,1403,7.4
Florida,Florida,2011,Fentanyl,138,0.7
Florida,Florida,2011,Heroin,62,0.3
Florida,Florida,2011,Meth,62,0.3
Florida,Florida,2012,Meth,67,0.3
Florida,Florida,2012,Heroin,101,0.5
Florida,Florida,2012,Otheropioids,1107,5.7
Florida,Florida,2012,Fentanyl,162,0.8
Florida,Florida,2013,Otheropioids,961,4.9
Florida,Florida,2013,Meth,82,0.4
Florida,Florida,2013,Heroin,181,0.9
Florida,Florida,2013,Fentanyl,200,1
Florida,Florida,2014,Otheropioids,889,4.5
Florida,Florida,2014,Fentanyl,343,1.7
Florida,Florida,2014,Heroin,344,1.7
Florida,Florida,2014,Meth,86,0.4
Florida,Florida,2015,Otheropioids,943,4.7
Florida,Florida,2015,Fentanyl,610,3
Florida,Florida,2015,Heroin,567,2.8
Florida,Florida,2015,Meth,151,0.7
Florida,Florida,2016,Meth,278,1.3
Florida,Florida,2016,Heroin,669,3.2
Florida,Florida,2016,Fentanyl,1566,7.6
Florida,Florida,2016,Otheropioids,1183,5.7
Florida,Florida,2017,Meth,423,2
Florida,Florida,2017,Otheropioids,1272,6.1
Florida,Florida,2017,Fentanyl,2126,10.1
Florida,Florida,2017,Heroin,707,3.4
Florida,Florida,2018,Heroin,689,3.2
Florida,Florida,2018,Fentanyl,2091,9.8
Florida,Florida,2018,Otheropioids,1282,6
Florida,Florida,2018,Meth,592,2.8
Florida,Florida,2019,Heroin,698,3.2
Florida,Florida,2019,Otheropioids,1190,5.5
Florida,Florida,2019,Meth,825,3.8
Florida,Florida,2019,Fentanyl,2837,13.2
Florida,Florida,2020,Meth,1329,6.1
Florida,Florida,2020,Otheropioids,1255,5.8
Florida,Florida,2020,Heroin,639,2.9
Florida,Florida,2020,Fentanyl,4734,21.8
Florida,Florida,2021,Heroin,359,1.6
Florida,Florida,2021,Otheropioids,1153,5.3
Florida,Florida,2021,Meth,1908,8.8
Florida,Florida,2021,Fentanyl,5358,24.6
Florida,Florida,2022,Fentanyl,5135,23.6
Florida,Florida,2022,Heroin,169,0.8
Florida,Florida,2022,Meth,1926,8.8
Florida,Florida,2022,Otheropioids,1037,4.8
North Carolina,North Carolina,1999,Heroin,43,0.5
North Carolina,North Carolina,1999,Fentanyl,27,0.3
North Carolina,North Carolina,1999,Otheropioids,96,1.2
North Carolina,North Carolina,2000,Otheropioids,199,2.5
North Carolina,North Carolina,2000,Fentanyl,49,0.6
North Carolina,North Carolina,2000,Heroin,41,0.5
North Carolina,North Carolina,2001,Heroin,50,0.6
North Carolina,North Carolina,2001,Otheropioids,246,3
North Carolina,North Carolina,2001,Fentanyl,58,0.7
North Carolina,North Carolina,2002,Otheropioids,312,3.7
North Carolina,North Carolina,2002,Heroin,47,0.6
North Carolina,North Carolina,2002,Fentanyl,50,0.6
North Carolina,North Carolina,2002,Meth,10,0.1
North Carolina,North Carolina,2003,Otheropioids,373,4.4
North Carolina,North Carolina,2003,Fentanyl,71,0.8
North Carolina,North Carolina,2003,Heroin,52,0.6
North Carolina,North Carolina,2004,Otheropioids,414,4.8
North Carolina,North Carolina,2004,Fentanyl,109,1.3
North Carolina,North Carolina,2004,Meth,15,0.2
North Carolina,North Carolina,2004,Heroin,49,0.6
North Carolina,North Carolina,2005,Fentanyl,115,1.3
North Carolina,North Carolina,2005,Meth,20,0.2
North Carolina,North Carolina,2005,Heroin,62,0.7
North Carolina,North Carolina,2005,Otheropioids,496,5.7
North Carolina,North Carolina,2006,Meth,11,0.1
North Carolina,North Carolina,2006,Heroin,57,0.6
North Carolina,North Carolina,2006,Otheropioids,554,6.2
North Carolina,North Carolina,2006,Fentanyl,105,1.2
North Carolina,North Carolina,2007,Meth,14,0.2
North Carolina,North Carolina,2007,Fentanyl,112,1.2
North Carolina,North Carolina,2007,Heroin,50,0.5
North Carolina,North Carolina,2007,Otheropioids,608,6.7
North Carolina,North Carolina,2008,Meth,10,0.1
North Carolina,North Carolina,2008,Fentanyl,127,1.4
North Carolina,North Carolina,2008,Heroin,64,0.7
North Carolina,North Carolina,2008,Otheropioids,665,7.1
North Carolina,North Carolina,2009,Heroin,76,0.8
North Carolina,North Carolina,2009,Fentanyl,169,1.8
North Carolina,North Carolina,2009,Meth,10,0.1
North Carolina,North Carolina,2009,Otheropioids,642,6.8
North Carolina,North Carolina,2010,Meth,13,0.1
North Carolina,North Carolina,2010,Heroin,39,0.4
North Carolina,North Carolina,2010,Otheropioids,591,6.2
North Carolina,North Carolina,2010,Fentanyl,170,1.8
North Carolina,North Carolina,2011,Heroin,82,0.8
North Carolina,North Carolina,2011,Fentanyl,155,1.6
North Carolina,North Carolina,2011,Meth,20,0.2
North Carolina,North Carolina,2011,Otheropioids,617,6.4
North Carolina,North Carolina,2012,Meth,27,0.3
North Carolina,North Carolina,2012,Otheropioids,557,5.7
North Carolina,North Carolina,2012,Heroin,152,1.6
North Carolina,North Carolina,2012,Fentanyl,141,1.4
North Carolina,North Carolina,2013,Otheropioids,541,5.5
North Carolina,North Carolina,2013,Meth,33,0.3
North Carolina,North Carolina,2013,Heroin,189,1.9
North Carolina,North Carolina,2013,Fentanyl,116,1.2
North Carolina,North Carolina,2014,Otheropioids,562,5.7
North Carolina,North Carolina,2014,Heroin,266,2.7
North Carolina,North Carolina,2014,Meth,33,0.3
North Carolina,North Carolina,2014,Fentanyl,217,2.2
North Carolina,North Carolina,2015,Otheropioids,635,6.3
North Carolina,North Carolina,2015,Fentanyl,300,3
North Carolina,North Carolina,2015,Heroin,393,3.9
North Carolina,North Carolina,2015,Meth,67,0.7
North Carolina,North Carolina,2016,Otheropioids,695,6.8
North Carolina,North Carolina,2016,Meth,115,1.1
North Carolina,North Carolina,2016,Fentanyl,601,5.9
North Carolina,North Carolina,2016,Heroin,544,5.4
North Carolina,North Carolina,2017,Meth,176,1.7
North Carolina,North Carolina,2017,Otheropioids,659,6.4
North Carolina,North Carolina,2017,Fentanyl,1285,12.5
North Carolina,North Carolina,2017,Heroin,537,5.2
North Carolina,North Carolina,2018,Heroin,619,6
North Carolina,North Carolina,2018,Fentanyl,1272,12.3
North Carolina,North Carolina,2018,Otheropioids,489,4.7
North Carolina,North Carolina,2018,Meth,258,2.5
North Carolina,North Carolina,2019,Meth,338,3.2
North Carolina,North Carolina,2019,Heroin,586,5.6
North Carolina,North Carolina,2019,Otheropioids,420,4
North Carolina,North Carolina,2019,Fentanyl,1363,13
North Carolina,North Carolina,2020,Heroin,534,5
North Carolina,North Carolina,2020,Meth,593,5.6
North Carolina,North Carolina,2020,Otheropioids,487,4.6
North Carolina,North Carolina,2020,Fentanyl,2279,21.5
North Carolina,North Carolina,2021,Fentanyl,3065,29
North Carolina,North Carolina,2021,Heroin,257,2.4
North Carolina,North Carolina,2021,Otheropioids,557,5.3
North Carolina,North Carolina,2021,Meth,966,9.2
North Carolina,North Carolina,2022,Fentanyl,3364,31.9
North Carolina,North Carolina,2022,Meth,1292,12.2
North Carolina,North Carolina,2022,Otheropioids,558,5.3
North Carolina,North Carolina,2022,Heroin,130,1.2
Ohio,Ohio,1999,Heroin,53,0.5
Ohio,Ohio,1999,Fentanyl,24,0.2
Ohio,Ohio,1999,Otheropioids,81,0.7
Ohio,Ohio,2000,Otheropioids,122,1.1
Ohio,Ohio,2000,Fentanyl,33,0.3
Ohio,Ohio,2000,Heroin,76,0.7
Ohio,Ohio,2001,Heroin,86,0.8
Ohio,Ohio,2001,Otheropioids,179,1.6
Ohio,Ohio,2001,Fentanyl,55,0.5
Ohio,Ohio,2002,Heroin,118,1
Ohio,Ohio,2002,Otheropioids,238,2.1
Ohio,Ohio,2002,Fentanyl,58,0.5
Ohio,Ohio,2003,Otheropioids,224,2
Ohio,Ohio,2003,Fentanyl,43,0.4
Ohio,Ohio,2003,Heroin,91,0.8
Ohio,Ohio,2004,Fentanyl,78,0.7
Ohio,Ohio,2004,Otheropioids,313,2.7
Ohio,Ohio,2004,Meth,13,0.1
Ohio,Ohio,2004,Heroin,129,1.1
Ohio,Ohio,2005,Fentanyl,102,0.9
Ohio,Ohio,2005,Meth,15,0.1
Ohio,Ohio,2005,Heroin,134,1.2
Ohio,Ohio,2005,Otheropioids,335,2.9
Ohio,Ohio,2006,Heroin,124,1.1
Ohio,Ohio,2006,Otheropioids,406,3.5
Ohio,Ohio,2006,Fentanyl,128,1.1
Ohio,Ohio,2007,Heroin,156,1.4
Ohio,Ohio,2007,Fentanyl,109,0.9
Ohio,Ohio,2007,Otheropioids,448,3.9
Ohio,Ohio,2008,Meth,10,0.1
Ohio,Ohio,2008,Fentanyl,107,0.9
Ohio,Ohio,2008,Heroin,238,2.1
Ohio,Ohio,2008,Otheropioids,481,4.2
Ohio,Ohio,2009,Fentanyl,91,0.8
Ohio,Ohio,2009,Heroin,214,1.9
Ohio,Ohio,2009,Otheropioids,388,3.4
Ohio,Ohio,2010,Heroin,355,3.1
Ohio,Ohio,2010,Meth,15,0.1
Ohio,Ohio,2010,Otheropioids,654,5.7
Ohio,Ohio,2010,Fentanyl,175,1.5
Ohio,Ohio,2011,Heroin,438,3.8
Ohio,Ohio,2011,Fentanyl,162,1.4
Ohio,Ohio,2011,Meth,31,0.3
Ohio,Ohio,2011,Otheropioids,710,6.1
Ohio,Ohio,2012,Otheropioids,605,5.2
Ohio,Ohio,2012,Meth,33,0.3
Ohio,Ohio,2012,Heroin,696,6
Ohio,Ohio,2012,Fentanyl,139,1.2
Ohio,Ohio,2013,Otheropioids,603,5.2
Ohio,Ohio,2013,Meth,51,0.4
Ohio,Ohio,2013,Heroin,998,8.6
Ohio,Ohio,2013,Fentanyl,167,1.4
Ohio,Ohio,2014,Otheropioids,694,6
Ohio,Ohio,2014,Heroin,1208,10.4
Ohio,Ohio,2014,Meth,68,0.6
Ohio,Ohio,2014,Fentanyl,590,5.1
Ohio,Ohio,2015,Otheropioids,780,6.7
Ohio,Ohio,2015,Fentanyl,1234,10.6
Ohio,Ohio,2015,Heroin,1444,12.4
Ohio,Ohio,2015,Meth,105,0.9
Ohio,Ohio,2016,Otheropioids,867,7.5
Ohio,Ohio,2016,Meth,243,2.1
Ohio,Ohio,2016,Fentanyl,2296,19.8
Ohio,Ohio,2016,Heroin,1478,12.7
Ohio,Ohio,2017,Meth,556,4.8
Ohio,Ohio,2017,Otheropioids,947,8.1
Ohio,Ohio,2017,Fentanyl,3523,30.2
Ohio,Ohio,2017,Heroin,1000,8.6
Ohio,Ohio,2018,Heroin,721,6.2
Ohio,Ohio,2018,Fentanyl,2783,23.8
Ohio,Ohio,2018,Otheropioids,571,4.9
Ohio,Ohio,2018,Meth,577,4.9
Ohio,Ohio,2019,Meth,846,7.2
Ohio,Ohio,2019,Heroin,527,4.5
Ohio,Ohio,2019,Otheropioids,477,4.1
Ohio,Ohio,2019,Fentanyl,3117,26.7
Ohio,Ohio,2020,Meth,1083,9.3
Ohio,Ohio,2020,Otheropioids,511,4.4
Ohio,Ohio,2020,Heroin,310,2.7
Ohio,Ohio,2020,Fentanyl,4110,35.1
Ohio,Ohio,2021,Fentanyl,4183,35.5
Ohio,Ohio,2021,Heroin,162,1.4
Ohio,Ohio,2021,Otheropioids,506,4.3
Ohio,Ohio,2021,Meth,1371,11.6
Ohio,Ohio,2022,Fentanyl,3992,33.9
Ohio,Ohio,2022,Meth,1388,11.8
Ohio,Ohio,2022,Heroin,91,0.8
Ohio,Ohio,2022,Otheropioids,480,4.1
Oregon,Oregon,1999,Heroin,65,1.9
Oregon,Oregon,1999,Meth,11,0.3
Oregon,Oregon,1999,Otheropioids,34,1
Oregon,Oregon,2000,Otheropioids,52,1.5
Oregon,Oregon,2000,Meth,15,0.4
Oregon,Oregon,2000,Heroin,31,0.9
Oregon,Oregon,2001,Heroin,36,1
Oregon,Oregon,2001,Fentanyl,15,0.4
Oregon,Oregon,2001,Otheropioids,85,2.5
Oregon,Oregon,2001,Meth,18,0.5
Oregon,Oregon,2002,Heroin,42,1.2
Oregon,Oregon,2002,Otheropioids,128,3.6
Oregon,Oregon,2002,Meth,25,0.7
Oregon,Oregon,2002,Fentanyl,11,0.3
Oregon,Oregon,2003,Otheropioids,160,4.5
Oregon,Oregon,2003,Meth,20,0.6
Oregon,Oregon,2003,Fentanyl,11,0.3
Oregon,Oregon,2003,Heroin,34,1
Oregon,Oregon,2004,Otheropioids,159,4.5
Oregon,Oregon,2004,Fentanyl,13,0.4
Oregon,Oregon,2004,Heroin,47,1.3
Oregon,Oregon,2004,Meth,27,0.8
Oregon,Oregon,2005,Fentanyl,22,0.6
Oregon,Oregon,2005,Meth,31,0.9
Oregon,Oregon,2005,Heroin,39,1.1
Oregon,Oregon,2005,Otheropioids,191,5.3
Oregon,Oregon,2006,Meth,19,0.5
Oregon,Oregon,2006,Heroin,60,1.6
Oregon,Oregon,2006,Otheropioids,254,6.9
Oregon,Oregon,2006,Fentanyl,27,0.7
Oregon,Oregon,2007,Heroin,110,3
Oregon,Oregon,2007,Meth,17,0.5
Oregon,Oregon,2007,Fentanyl,18,0.5
Oregon,Oregon,2007,Otheropioids,222,6
Oregon,Oregon,2008,Meth,24,0.6
Oregon,Oregon,2008,Fentanyl,22,0.6
Oregon,Oregon,2008,Heroin,93,2.5
Oregon,Oregon,2008,Otheropioids,210,5.6
Oregon,Oregon,2009,Fentanyl,30,0.8
Oregon,Oregon,2009,Meth,34,0.9
Oregon,Oregon,2009,Heroin,117,3.1
Oregon,Oregon,2009,Otheropioids,221,5.8
Oregon,Oregon,2010,Meth,34,0.9
Oregon,Oregon,2010,Otheropioids,223,5.8
Oregon,Oregon,2010,Heroin,81,2.1
Oregon,Oregon,2010,Fentanyl,27,0.7
Oregon,Oregon,2011,Fentanyl,29,0.7
Oregon,Oregon,2011,Heroin,133,3.4
Oregon,Oregon,2011,Meth,62,1.6
Oregon,Oregon,2011,Otheropioids,239,6.2
Oregon,Oregon,2012,Otheropioids,213,5.5
Oregon,Oregon,2012,Meth,54,1.4
Oregon,Oregon,2012,Fentanyl,31,0.8
Oregon,Oregon,2012,Heroin,129,3.3
Oregon,Oregon,2013,Otheropioids,168,4.3
Oregon,Oregon,2013,Meth,80,2
Oregon,Oregon,2013,Heroin,103,2.6
Oregon,Oregon,2013,Fentanyl,27,0.7
Oregon,Oregon,2014,Otheropioids,188,4.7
Oregon,Oregon,2014,Heroin,124,3.1
Oregon,Oregon,2014,Meth,114,2.9
Oregon,Oregon,2014,Fentanyl,33,0.8
Oregon,Oregon,2015,Fentanyl,34,0.8
Oregon,Oregon,2015,Otheropioids,198,4.9
Oregon,Oregon,2015,Heroin,102,2.5
Oregon,Oregon,2015,Meth,124,3.1
Oregon,Oregon,2016,Otheropioids,165,4
Oregon,Oregon,2016,Meth,150,3.7
Oregon,Oregon,2016,Fentanyl,43,1.1
Oregon,Oregon,2016,Heroin,114,2.8
Oregon,Oregon,2017,Meth,170,4.1
Oregon,Oregon,2017,Otheropioids,154,3.7
Oregon,Oregon,2017,Fentanyl,85,2.1
Oregon,Oregon,2017,Heroin,124,3
Oregon,Oregon,2018,Heroin,154,3.7
Oregon,Oregon,2018,Fentanyl,97,2.3
Oregon,Oregon,2018,Otheropioids,151,3.6
Oregon,Oregon,2018,Meth,216,5.2
Oregon,Oregon,2019,Meth,288,6.8
Oregon,Oregon,2019,Heroin,149,3.5
Oregon,Oregon,2019,Otheropioids,127,3
Oregon,Oregon,2019,Fentanyl,95,2.3
Oregon,Oregon,2020,Meth,360,8.5
Oregon,Oregon,2020,Otheropioids,134,3.2
Oregon,Oregon,2020,Heroin,196,4.6
Oregon,Oregon,2020,Fentanyl,243,5.7
Oregon,Oregon,2021,Fentanyl,536,12.6
Oregon,Oregon,2021,Otheropioids,210,4.9
Oregon,Oregon,2021,Heroin,221,5.2
Oregon,Oregon,2021,Meth,609,14.3
Oregon,Oregon,2022,Fentanyl,848,20
Oregon,Oregon,2022,Meth,752,17.7
Oregon,Oregon,2022,Heroin,115,2.7
Oregon,Oregon,2022,Otheropioids,164,3.9
Tennessee,Tennessee,1999,Otheropioids,53,0.9
Tennessee,Tennessee,1999,Heroin,11,0.2
Tennessee,Tennessee,1999,Fentanyl,17,0.3
Tennessee,Tennessee,2000,Otheropioids,70,1.2
Tennessee,Tennessee,2000,Fentanyl,16,0.3
Tennessee,Tennessee,2001,Otheropioids,104,1.8
Tennessee,Tennessee,2001,Fentanyl,10,0.2
Tennessee,Tennessee,2002,Otheropioids,120,2.1
Tennessee,Tennessee,2002,Meth,12,0.2
Tennessee,Tennessee,2002,Fentanyl,21,0.4
Tennessee,Tennessee,2003,Otheropioids,215,3.7
Tennessee,Tennessee,2003,Meth,15,0.3
Tennessee,Tennessee,2003,Fentanyl,64,1.1
Tennessee,Tennessee,2004,Fentanyl,74,1.3
Tennessee,Tennessee,2004,Otheropioids,282,4.8
Tennessee,Tennessee,2004,Meth,15,0.3
Tennessee,Tennessee,2005,Fentanyl,79,1.3
Tennessee,Tennessee,2005,Meth,23,0.4
Tennessee,Tennessee,2005,Heroin,12,0.2
Tennessee,Tennessee,2005,Otheropioids,339,5.7
Tennessee,Tennessee,2006,Meth,17,0.3
Tennessee,Tennessee,2006,Otheropioids,390,6.4
Tennessee,Tennessee,2006,Fentanyl,64,1.1
Tennessee,Tennessee,2007,Meth,22,0.4
Tennessee,Tennessee,2007,Fentanyl,84,1.4
Tennessee,Tennessee,2007,Otheropioids,377,6.1
Tennessee,Tennessee,2008,Meth,19,0.3
Tennessee,Tennessee,2008,Fentanyl,98,1.6
Tennessee,Tennessee,2008,Otheropioids,367,5.9
Tennessee,Tennessee,2009,Fentanyl,75,1.2
Tennessee,Tennessee,2009,Meth,21,0.3
Tennessee,Tennessee,2009,Heroin,21,0.3
Tennessee,Tennessee,2009,Otheropioids,415,6.6
Tennessee,Tennessee,2010,Otheropioids,516,8.1
Tennessee,Tennessee,2010,Meth,39,0.6
Tennessee,Tennessee,2010,Heroin,17,0.3
Tennessee,Tennessee,2010,Fentanyl,72,1.1
Tennessee,Tennessee,2011,Fentanyl,64,1
Tennessee,Tennessee,2011,Heroin,19,0.3
Tennessee,Tennessee,2011,Meth,47,0.7
Tennessee,Tennessee,2011,Otheropioids,512,8
Tennessee,Tennessee,2012,Fentanyl,77,1.2
Tennessee,Tennessee,2012,Otheropioids,563,8.7
Tennessee,Tennessee,2012,Meth,50,0.8
Tennessee,Tennessee,2012,Heroin,50,0.8
Tennessee,Tennessee,2013,Otheropioids,588,9.1
Tennessee,Tennessee,2013,Meth,80,1.2
Tennessee,Tennessee,2013,Heroin,68,1
Tennessee,Tennessee,2013,Fentanyl,99,1.5
Tennessee,Tennessee,2014,Otheropioids,604,9.2
Tennessee,Tennessee,2014,Heroin,148,2.3
Tennessee,Tennessee,2014,Meth,74,1.1
Tennessee,Tennessee,2014,Fentanyl,132,2
Tennessee,Tennessee,2015,Fentanyl,251,3.8
Tennessee,Tennessee,2015,Otheropioids,693,10.5
Tennessee,Tennessee,2015,Heroin,205,3.1
Tennessee,Tennessee,2015,Meth,113,1.7
Tennessee,Tennessee,2016,Otheropioids,739,11.1
Tennessee,Tennessee,2016,Meth,186,2.8
Tennessee,Tennessee,2016,Heroin,260,3.9
Tennessee,Tennessee,2016,Fentanyl,395,5.9
Tennessee,Tennessee,2017,Meth,320,4.8
Tennessee,Tennessee,2017,Otheropioids,644,9.6
Tennessee,Tennessee,2017,Fentanyl,590,8.8
Tennessee,Tennessee,2017,Heroin,311,4.6
Tennessee,Tennessee,2018,Heroin,369,5.5
Tennessee,Tennessee,2018,Fentanyl,827,12.2
Tennessee,Tennessee,2018,Otheropioids,550,8.1
Tennessee,Tennessee,2018,Meth,463,6.8
Tennessee,Tennessee,2019,Meth,651,9.5
Tennessee,Tennessee,2019,Heroin,380,5.6
Tennessee,Tennessee,2019,Otheropioids,515,7.5
Tennessee,Tennessee,2019,Fentanyl,1152,16.9
Tennessee,Tennessee,2020,Meth,998,14.5
Tennessee,Tennessee,2020,Otheropioids,605,8.8
Tennessee,Tennessee,2020,Heroin,332,4.8
Tennessee,Tennessee,2020,Fentanyl,2104,30.6
Tennessee,Tennessee,2021,Fentanyl,2796,40.1
Tennessee,Tennessee,2021,Otheropioids,646,9.3
Tennessee,Tennessee,2021,Heroin,168,2.4
Tennessee,Tennessee,2021,Meth,1528,21.9
Tennessee,Tennessee,2022,Fentanyl,2836,40.7
Tennessee,Tennessee,2022,Meth,1547,22.2
Tennessee,Tennessee,2022,Otheropioids,522,7.5
Tennessee,Tennessee,2022,Heroin,89,1.3
Texas,Texas,1999,Otheropioids,142,0.7
Texas,Texas,1999,Heroin,107,0.5
Texas,Texas,1999,Fentanyl,49,0.2
Texas,Texas,1999,Meth,15,0.1
Texas,Texas,2000,Meth,31,0.1
Texas,Texas,2000,Otheropioids,195,0.9
Texas,Texas,2000,Fentanyl,46,0.2
Texas,Texas,2000,Heroin,111,0.5
Texas,Texas,2001,Heroin,179,0.8
Texas,Texas,2001,Otheropioids,292,1.4
Texas,Texas,2001,Meth,47,0.2
Texas,Texas,2001,Fentanyl,77,0.4
Texas,Texas,2002,Heroin,178,0.8
Texas,Texas,2002,Otheropioids,435,2
Texas,Texas,2002,Meth,55,0.3
Texas,Texas,2002,Fentanyl,117,0.5
Texas,Texas,2003,Otheropioids,498,2.3
Texas,Texas,2003,Meth,88,0.4
Texas,Texas,2003,Fentanyl,76,0.3
Texas,Texas,2003,Heroin,188,0.9
Texas,Texas,2004,Fentanyl,94,0.4
Texas,Texas,2004,Heroin,201,0.9
Texas,Texas,2004,Otheropioids,501,2.2
Texas,Texas,2004,Meth,88,0.4
Texas,Texas,2005,Fentanyl,86,0.4
Texas,Texas,2005,Heroin,203,0.9
Texas,Texas,2005,Meth,144,0.6
Texas,Texas,2005,Otheropioids,573,2.5
Texas,Texas,2006,Meth,108,0.5
Texas,Texas,2006,Heroin,212,0.9
Texas,Texas,2006,Otheropioids,751,3.2
Texas,Texas,2006,Fentanyl,111,0.5
Texas,Texas,2007,Heroin,214,0.9
Texas,Texas,2007,Meth,87,0.4
Texas,Texas,2007,Fentanyl,118,0.5
Texas,Texas,2007,Otheropioids,673,2.8
Texas,Texas,2008,Meth,86,0.4
Texas,Texas,2008,Fentanyl,86,0.4
Texas,Texas,2008,Heroin,250,1
Texas,Texas,2008,Otheropioids,581,2.4
Texas,Texas,2009,Fentanyl,166,0.7
Texas,Texas,2009,Meth,113,0.5
Texas,Texas,2009,Heroin,305,1.2
Texas,Texas,2009,Otheropioids,680,2.7
Texas,Texas,2010,Otheropioids,700,2.8
Texas,Texas,2010,Meth,147,0.6
Texas,Texas,2010,Heroin,260,1
Texas,Texas,2010,Fentanyl,156,0.6
Texas,Texas,2011,Fentanyl,114,0.4
Texas,Texas,2011,Heroin,368,1.4
Texas,Texas,2011,Meth,169,0.7
Texas,Texas,2011,Otheropioids,667,2.6
Texas,Texas,2012,Otheropioids,599,2.3
Texas,Texas,2012,Fentanyl,121,0.5
Texas,Texas,2012,Meth,207,0.8
Texas,Texas,2012,Heroin,367,1.4
Texas,Texas,2013,Otheropioids,555,2.1
Texas,Texas,2013,Meth,326,1.2
Texas,Texas,2013,Heroin,369,1.4
Texas,Texas,2013,Fentanyl,112,0.4
Texas,Texas,2014,Otheropioids,571,2.1
Texas,Texas,2014,Heroin,425,1.6
Texas,Texas,2014,Meth,377,1.4
Texas,Texas,2014,Fentanyl,157,0.6
Texas,Texas,2015,Fentanyl,186,0.7
Texas,Texas,2015,Otheropioids,590,2.1
Texas,Texas,2015,Heroin,523,1.9
Texas,Texas,2015,Meth,454,1.7
Texas,Texas,2016,Otheropioids,617,2.2
Texas,Texas,2016,Meth,577,2.1
Texas,Texas,2016,Heroin,530,1.9
Texas,Texas,2016,Fentanyl,250,0.9
Texas,Texas,2017,Meth,653,2.3
Texas,Texas,2017,Otheropioids,646,2.3
Texas,Texas,2017,Fentanyl,348,1.2
Texas,Texas,2017,Heroin,569,2
Texas,Texas,2018,Heroin,668,2.3
Texas,Texas,2018,Fentanyl,358,1.2
Texas,Texas,2018,Otheropioids,547,1.9
Texas,Texas,2018,Meth,802,2.8
Texas,Texas,2019,Meth,1055,3.6
Texas,Texas,2019,Heroin,730,2.5
Texas,Texas,2019,Otheropioids,535,1.8
Texas,Texas,2019,Fentanyl,423,1.5
Texas,Texas,2020,Meth,1520,5.2
Texas,Texas,2020,Otheropioids,640,2.2
Texas,Texas,2020,Heroin,781,2.7
Texas,Texas,2020,Fentanyl,1050,3.6
Texas,Texas,2021,Fentanyl,1858,6.3
Texas,Texas,2021,Otheropioids,715,2.4
Texas,Texas,2021,Heroin,735,2.5
Texas,Texas,2021,Meth,1937,6.6
Texas,Texas,2022,Fentanyl,2452,8.3
Texas,Texas,2022,Meth,2248,7.6
Texas,Texas,2022,Heroin,581,2
Texas,Texas,2022,Otheropioids,776,2.6
Utah,Utah,1999,Otheropioids,109,4.9
Utah,Utah,1999,Heroin,55,2.5
Utah,Utah,1999,Meth,23,1
Utah,Utah,2000,Otheropioids,129,5.8
Utah,Utah,2000,Meth,13,0.6
Utah,Utah,2000,Fentanyl,11,0.5
Utah,Utah,2000,Heroin,46,2.1
Utah,Utah,2001,Heroin,39,1.7
Utah,Utah,2001,Otheropioids,131,5.7
Utah,Utah,2001,Meth,15,0.7
Utah,Utah,2002,Heroin,26,1.1
Utah,Utah,2002,Otheropioids,171,7.4
Utah,Utah,2002,Meth,25,1.1
Utah,Utah,2002,Fentanyl,13,0.6
Utah,Utah,2003,Otheropioids,216,9.2
Utah,Utah,2003,Meth,43,1.8
Utah,Utah,2003,Fentanyl,23,1
Utah,Utah,2003,Heroin,31,1.3
Utah,Utah,2004,Fentanyl,13,0.5
Utah,Utah,2004,Heroin,22,0.9
Utah,Utah,2004,Otheropioids,233,9.7
Utah,Utah,2004,Meth,40,1.7
Utah,Utah,2005,Fentanyl,38,1.5
Utah,Utah,2005,Meth,41,1.7
Utah,Utah,2005,Heroin,44,1.8
Utah,Utah,2005,Otheropioids,265,10.8
Utah,Utah,2006,Meth,51,2
Utah,Utah,2006,Heroin,46,1.8
